idstd,id,a4a,a6a,a2,a1c,a0,a3a,a6c,a7,panel,a1a,a14d,a14m,a14y,a14h,a14min,a20y,a20m,a20d,a1,a12,a7a,a7b,a11,a7c,a9,b1,b1x,b3a,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c31,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c43,c44,c12,c13,c14,c33,c45,c152,c162,c172,c22b,c36,c37,c39,c42,d1a1a,d1a3,d2,d2x,n3,n3x,f1,d3a,d3b,d3c,d31x,d42,d43a,d43b,d4a,d4b,d342,d352,d8,d12a,d12b,d13,d38x,d44,d45a,d45b,d14a,d14b,d412,o1,o2,o3a2,o3b2,j31,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e312,e32,e33,e6,e11,h1,h2,h32x,h5,h62x,h8,h9,d1a6a,d1a6b,d1a6c,d1a6cx,g5a,g5b,g5bx,g2,g3,g4,g34,ge3,ge3a,ge7,ge8d,k3a,k3i,k3j,k3bc,k3e,k3f,k3dgh,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5j,k5j1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5dgh,k5dgh1,k6,k82b,k82a,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15d,k162a,k162b,k17,k20a1,k32,k21,k33,k342,k342x,k35,k36,k38,k392,k392x,k40,j2,j3,j4,j5,j32,j33,j35,j36,j37,j38,j39,j40,j6a,j41,j42,j43,j7a,j7b,j10,j11,j12,j13,j14,j15,k30,g30a,j30c,j30f,h30,i30,d30b,c30a,l30b,l30a,j30e,e30,j30b,j30a,d30a,k30_finance_pos,g30_land_pos,j30_permit_pos,j30_corruption_pos,j30_courts_pos,j30_crime_pos,d30_trade_pos,c30_electricity_pos,l30_workforce_pos,l30_labor_pos,j30_instability_pos,e30_informal_pos,j30_taxadmin_pos,j30_taxrate_pos,d30_transport_pos,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,l1,l2,l9b,l9b1,l3a,l3b,l5a,l5b,l5,l4a1,l4a2,l4b,l10,l11a1,l11a,l11b1,l11b,l12a1,l12a,l34,l35,l36,l1a,l6,l6a,l8,l37,l38a,l38b,l40,l41,l30d,l30c,c32,c32b,c34,c34b,c34bx,c34c,n2a,n2a2,n2e,n2i,n7a,n11,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a1d,a3b,a3c,a3,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata,d3c_raw,exporter
1614664,2701,Other Services,Medium,Northern,Establishment,Other services,Northern,5,No,Fresh,English,29,5,2025,13,53,2024,12,31,36,8,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,2024,4,2024,,No,No,,No,,,,No,,,,,,No,,No,,No,,,,ESTABLISHMENT DOES NOT HAVE PIPED WATER FROM A UTILITY PROVIDER,No,,,1,0,,0.0,Don't know (spontaneous),Other services ,100,12000000.0,Twelve million,Establishment was not in business in Fiscal Year,,,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Don't know (spontaneous),Tend to agree,Tend to agree,,,,,,,,,,,,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,No,0,Yes,0,,,No,,No,,,,,,,,,No,,,Strongly agree,No,,No,No,100,0,0,0,0,0,0,Yes,45000000.0,0.0,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Yes,No,No,,,,,,,,,,,No,No,No,Collateral requirements were too high,,,No,10,"Other (including e-money, e-wallet, and mobile money",Mobile money,Payment received in less than a day,0.0,0,,,,No time spent,Yes,3.0,Yes,No,,12,"Yes, fully","Yes, fully",No,,The establishment did not need to request a refund,No,,No,,10.0,,No,,,No,,,4.0,Minor obstacle,Minor obstacle,Minor obstacle,Does not apply,Minor obstacle,Does not apply,No obstacle,No obstacle,No obstacle,Minor obstacle,Moderate obstacle,Major obstacle,Major obstacle,Major obstacle,13,11,4,1,14,12,3,5,6,9,8,15,7,2,10,Transport,13,11,4,1,14,12,3,5,6,9,8,15,7,2,10,4,Establishment was not in business,0.0,,,,,,0.0,1,0,3,0,,,,,,,No,,,No part-time workers,1,0.0,One month or less,No,,,No,,No obstacle,No obstacle,No elecricity from a utiilty (spontaneous),,0,,,0,4800000.0,0.0,,,,Don't know (spontaneous),29,5,2025,14,58,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,City with population over 1 million,4923,Northern,Medium and Large (20+),Other Services,Fresh,8.688811,9.139023,15.505971,83,0,0.0
1614665,2703,Other Manufacturing,Small,Western,Establishment,Other services,Central,40,No,Fresh,English,23,4,2025,14,19,2024,12,31,36,17,,,,,,Limited partnership,,1.0,Fully domestically owned (private),0.0,0,0,Yes,40.0,1981,Don't know (spontaneous),Don't know (spontaneous),30.0,No,Yes,ISO 45001:2018,No,,,,Yes,Don't know (spontaneous),,,No Losses,,Yes,5.0,No,,No,,,,It is suitable for only some operational needs,No,,,1,1,3.0,1.0,With no difficulty at all,Wholesale trade of ,70,43953385000.0,FORTY THREE BILLION NINE HUNDRED FIFTY THREE MILLION THREE HUNDRED EIGHTY FIVE THOUSAND,40431975000.0,FORTY BILLION FOUR HUNDRED THIRTY ONE MILLION NINE HUNDRED SEVENTY FIVE THOUSAND,,100,0,0,,,,,,,,,,0,100,Yes,Japan,Yes,7.0,0.0,14.0,0.0,25.0,No,,Strongly disagree,Tend to agree,Tend to agree,Does not apply (spontaneous),Yes,10 or more production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with some effort,All managers and most production workers,No,,Does not apply (spontaneous),Rarely or never,National ,9.0,The market is dominated by a few firms,Stayed the same,No,1,No,1,Yes,STARTED IMPORTING TRACTORS THAT ARE SPECIFICALLY FOR FARMING WHICH THEY NEVER HAD BEFORE AND THIS HAS INCREASED THEIR SALES,Yes,WE USE AUTOMATED MACHINES AND BEFORE IT WAS MANUAL,Yes,Don't know (spontaneous),,,,,,,,No,,,Tend to agree,No,,No,Yes,100,0,0,0,0,0,0,Yes,Don't know (spontaneous),Don't know (spontaneous),100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Yes,No,Yes,Private commercial banks,2020.0,500000000.0,Yes,Yes,No,No,No,No,700000000.0,No,No,No,Other,,,Yes,80,"Bank transfers, including through online and mobile banking",,Payment received in less than a day,0.0,85," Bank transfers, including through online and mobile banking",,Above 0 but below 0.5%,3,Yes,2.0,No,Yes,Audit is ongoing,Don't know (spontaneous),"Yes, fully","Yes, fully",Yes,36.0,,Yes,Moderately difficult,Yes,360.0,No payments or gifts are paid,,Yes,7.0,No,Yes,One day or less,No,0.0,No obstacle,Moderate obstacle,Minor obstacle,No obstacle,Moderate obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,Moderate obstacle,No obstacle,Moderate obstacle,Major obstacle,Minor obstacle,4,3,8,14,13,11,15,7,10,6,12,1,9,5,2,Tax rates,4,3,8,14,13,11,15,7,10,6,12,1,9,5,2,40,43,100.0,,,,,,9.0,32,4,4,1,,,,,4.0,,Yes,Don't know (spontaneous),12.0,No part-time workers,No full-time seasonal or temporary workers,,,No,,,Yes,Yes,No obstacle,Minor obstacle,720,3259521.0,190959,Liters,,782935,2016345000.0,196303638.0,,,,12,23,4,2025,16,23,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with different managers/staff,2.0,20.0,1,Face to face only,Yes,Yes,City with population over 1 million,4659,Western,Small (5-19),Other Manufacturing,Fresh,60.30486,64.9736,124.73427,27,0,0.0
1614666,2711,Food,Medium,Northern,Establishment,Other services,Northern,5,No,Fresh,English,18,9,2025,16,30,2024,12,31,36,14,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,2017,2,2017,8.0,No,No,,No,,,,Yes,7.0,4.0,46.0,No Losses,,No,,No,,No,,,,It is suitable for only some operational needs,No,,,0,0,,0.0,Don't know (spontaneous),Wholesale trade of ,80,52470000.0,Fifty two million four hundred seventy thousand,49880000.0,Forty nine million eight hundred eighty  thousand,,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Tend to agree,Strongly agree,Tend to agree,,,,,,,,,,,,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,Yes,0,Yes,0,,,No,,No,,,,,,,,,No,,,Tend to disagree,No,,No,No,70,0,0,0,0,30,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,Interest rates were not favorable,,,No,40,"Other (including e-money, e-wallet, and mobile money",MTN AND AIRTEL MONEY,Payment received in less than a day,0.0,20," Bank transfers, including through online and mobile banking",,0.0,No time spent,Yes,1.0,No,No,,One hour or less,"Yes, fully","Yes, fully",No,,Not eligible,No,,No,,No payments or gifts are paid,,No,,,No,,,0.0,No obstacle,No obstacle,Minor obstacle,Minor obstacle,Minor obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,Minor obstacle,Major obstacle,12,15,14,9,11,13,3,10,6,4,2,1,5,8,7,Transport,12,15,14,9,11,13,3,10,6,4,2,1,5,8,7,2,2,,2.0,,,,,1.0,2,0,0,0,,,,,,,No,,,2,1,1.0,2.0,No,,,No,,No obstacle,No obstacle,60,60000.0,8,Cubic meters,,40000,5210000.0,0.0,,,,1,18,9,2025,17,40,Somewhat truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,4630,Northern,Medium (20-99),Food,Fresh,1.6081876,1.8331878,3.0348263,77,0,0.0
1614667,2715,Other Services,Small,Central,Establishment,Retail services,Central,5,No,Fresh,English,11,3,2025,11,16,2024,12,31,36,17,,,,,,Limited partnership,,1.0,95,0.0,0,5,Yes,95.0,2010,1,2010,15.0,Yes,No,,No,,,,No,,,,,,No,,No,,No,,,,It is suitable for only some operational needs,No,,,0,0,,0.0,With no difficulty at all,Retail trade of ,80,48000000.0,FORTY EIGHT MILLION,1416000000.0,ONE BILLION FOUR HUNDRED SIXTEEN MILLION,,100,0,0,,,,,,,,,,0,100,Yes,United Arab Emirates,Yes,2.0,17.0,14.0,0.0,25.0,No,,Tend to agree,Tend to agree,Tend to agree,,,,,,,,,,,,National ,Too many to count,There is competition among many firms,Increased,Yes,1,Yes,1,Yes,BEFORE WE USED SILK MATERIALS FOR BRIDES CULTURAL DRESSES AND NOW WE STARTED BRINGING  NET MATERIALS FOR BRIDES CULTURAL DRESSES,Yes,IN HIRING WE USED TO CONSIDER ANY IDENTITY CARD AND THEY USED TO STEAL OUR DRESSES BUT NOW WE CONSIDER NATIONAL IDENTITY CARDS AND DRIVER LICENCE CARD,Yes,10000.0,,,,,Don't know (spontaneous),,,No,,,Strongly agree,No,,No,No,100,0,0,0,0,0,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,No need for a loan - establishment had sufficient capital,,,No,65,"Other (including e-money, e-wallet, and mobile money",MOBILE MONEY,Payment received in less than a day,0.0,35," Bank transfers, including through online and mobile banking",,0.0,2,Yes,6.0,No,No,,12,No,No,No,,The establishment did not need to request a refund,No,,No,,No payments or gifts are paid,,No,,,Yes,One day or less,No,3.0,No obstacle,Major obstacle,No obstacle,Very severe obstacle,Minor obstacle,Major obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Major obstacle,Very severe obstacle,Major obstacle,Major obstacle,10,9,8,14,11,4,2,12,1,13,6,5,15,3,7,Tax administration,10,9,8,14,11,4,2,12,1,13,6,5,15,3,7,2,2,100.0,,,,,,2.0,2,0,0,0,,,,,,,No,,,3,No full-time seasonal or temporary workers,,,No,,,No,,No obstacle,Minor obstacle,Don't know (spontaneous),80000.0,Don't know (spontaneous),,,Don't know (spontaneous),25200000.0,Don't know (spontaneous),,Don't know (spontaneous),,40,11,3,2025,12,54,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Face to face only,Yes,Yes,City with population over 1 million,4771,Central,Small (5-19),Other Services,Fresh,153.42749,157.86737,293.1415,7,0,0.0
1614668,2716,Retail,Small,Central,Establishment,Retail services,Central,5,No,Fresh,English,17,5,2025,13,15,2024,12,31,36,19,,,,,,Limited partnership,,1.0,Fully domestically owned (private),0.0,0,0,No,,2002,8,2002,15.0,No,No,,No,,,,No,,,,,,No,,No,,No,,,,It is suitable for all operational needs,No,,,0,0,,0.0,With no difficulty at all,Retail trade of ,100,30000000.0,Thirty  million,15000000.0,Fifteen million,,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Strongly agree,Tend to disagree,Tend to agree,,,,,,,,,,,,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,No,0,Yes,1,Yes,"We improved on our marketing and selling strategies to reach to our customers easily than them coming to us like it was in the past,we now sale our products online.",No,,No,,,,,,Don't know (spontaneous),,,No,,,Strongly agree,No,,Yes,Yes,40,0,0,0,0,0,60,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,Interest rates were not favorable,,,No,30,"Other (including e-money, e-wallet, and mobile money",Mobile money,Payment received in less than a day,Above 0 but below 0.5%,40,"Other (including e-money, e-wallet, and mobile money",Mobile money,Above 0 but below 0.5%,No time spent,No,,,,,30,"Yes, fully","Yes, fully",No,,The application for a refund is too complicated,No,,No,,2.0,,No,,,No,,,1.0,No obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,No obstacle,Major obstacle,Major obstacle,No obstacle,3,11,7,13,8,12,14,4,5,10,15,6,9,2,1,Tax rates,3,11,7,13,8,12,14,4,5,10,15,6,9,2,1,8,2,2.0,,,,,,3.0,4,2,2,0,,,,,,,No,,,No part-time workers,No full-time seasonal or temporary workers,,,No,,,No,,No obstacle,No obstacle,150,56850.0,1000,Cubic feet,,25000,13000000.0,4500000.0,,27000000.0,,3,17,5,2025,14,24,Truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,1,Face to face only,Yes,Yes,City with population over 1 million,4759,Central,Small (5-19),Retail,Fresh,135.33292,147.28436,269.53134,5,0,0.0
1614669,2719,Retail,Medium,Northern,Establishment,Manufacturing,Northern,15,No,Fresh,English,16,9,2025,16,24,2024,12,31,36,9,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,2012,2,2012,13.0,No,No,,No,,,,No,,,,,,No,,No,,No,,,,It is suitable for only some operational needs,No,,,0,0,,0.0,With some difficulty,Printing and reproduction of recorded media,100,35000000.0,thirty five million,35000000.0,thirty five million,85.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Tend to agree,Tend to agree,Tend to disagree,,,,,,,,,,,,National ,Too many to count,There is competition among many firms,Increased,No,0,No,0,,,No,,No,,,,,,,,,No,,,Tend to agree,No,,No,No,85,15,0,0,0,0,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,No need for a loan - establishment had sufficient capital,,,No,5,"Other (including e-money, e-wallet, and mobile money",mobile money,Payment received in less than a day,0.0,5,"Other (including e-money, e-wallet, and mobile money",mobile money,0.0,No time spent,No,,,,,Don't know (spontaneous),"Yes, fully","Yes, fully",Yes,3.0,,No,,No,,No payments or gifts are paid,,No,,,No,,,0.0,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Moderate obstacle,No obstacle,No obstacle,Minor obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,10,14,4,11,13,6,15,12,9,7,1,3,2,5,8,Electricity,10,14,4,11,13,6,15,12,9,7,1,3,2,5,8,8,8,100.0,,6.0,2.0,2.0,2.0,,6,0,0,0,,,,,,,No,,,7,7,3.0,One month or less,No,,,No,,No obstacle,No obstacle,188,150000.0,4878,Cubic feet,,200000,10000000.0,5000000.0,12000000.0,,50000000.0,25,16,9,2025,17,7,Truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,1811,Northern,Medium and Large (20+),Retail,Fresh,6.207399,6.9057846,11.547284,82,0,0.0
1614670,2720,Retail,Medium,Eastern,Establishment,Other services,Eastern,6,No,Fresh,English,1,9,2025,10,48,2024,12,31,36,16,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,2019,2,2019,10.0,No,No,,No,,,,Yes,5.0,1.0,0.0,No Losses,,No,,No,,No,,,,It is suitable for only some operational needs,Yes,12.0,6.0,0,0,,0.0,With no difficulty at all,Other services ,100,29000000.0,twenty nine million,22000000.0,twenty two million,,100,0,0,,,,,,,,,,70,30,No,,,,,,,,No,,Strongly agree,Strongly agree,Tend to disagree,,,,,,,,,,,,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,No,0,Yes,0,,,No,,No,,,,,,,,,No,,,Tend to agree,No,,No,No,60,30,0,10,0,0,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,Yes,No,No,Did not think it would be approved,,,No,2,"Other (including e-money, e-wallet, and mobile money",mobile money,Payment received in less than a day,Above 0 but below 0.5%,10,"Other (including e-money, e-wallet, and mobile money",mobile money,Above 0 but below 0.5%,No time spent,Yes,3.0,No,No,,One hour or less,"Yes, fully","Yes, fully",No,,The establishment did not need to request a refund,No,,No,,No payments or gifts are paid,,No,,,Yes,One day or less,No,4.0,Moderate obstacle,Moderate obstacle,No obstacle,No obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,No obstacle,No obstacle,Major obstacle,Major obstacle,Major obstacle,Moderate obstacle,3,2,12,11,4,1,13,8,5,7,14,9,15,6,10,Access to finance,3,2,12,11,4,1,13,8,5,7,14,9,15,6,10,2,2,80.0,,,,,,0.0,2,0,0,0,,,,,,,No,,,4,No full-time seasonal or temporary workers,,,No,,,No,,Minor obstacle,Minor obstacle,20,20000.0,4878,Liters,,20000,5000000.0,1000000.0,,,,30,1,9,2025,12,7,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,4530,Eastern,Medium (20-99),Retail,Fresh,18.210592,20.200562,37.88092,57,0,0.0
1614671,2721,Other Services,Small,Central,Establishment,Retail services,Central,5,No,Fresh,English,29,4,2025,16,25,2024,12,31,36,17,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,2008,5,2008,17.0,No,No,,No,,,,Yes,5.0,0.0,30.0,1.0,,No,,No,,No,,,, It is not suitable for any operational needs,No,,,0,0,,0.0,Don't know (spontaneous),Retail trade of ,100,100000000.0,ONE HUNDRED MILLION,20000000.0,TWENTY MILLION,,100,0,0,,,,,,,,,,0,100,Yes,China,Yes,Less than one day,Don't know (spontaneous),90.0,0.0,25.0,No,,Tend to agree,Tend to agree,Tend to agree,,,,,,,,,,,,National ,Too many to count,There is competition among many firms,Increased,No,0,Yes,0,,,No,,No,,,,,,Don't know (spontaneous),,,No,,,Strongly agree,No,,No,No,0,100,0,0,0,0,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,Interest rates were not favorable,,,Yes,10,"Bank transfers, including through online and mobile banking",,3.0,Don't know (spontaneous),50," Bank transfers, including through online and mobile banking",,Above 0 but below 0.5%,Don't know (spontaneous),Yes,Don't know (spontaneous),No,No,,Don't know (spontaneous),"Yes, fully","Yes, fully",No,,The application for a refund is too complicated,No,,No,,No payments or gifts are paid,,Yes,7.0,No,Yes,One day or less,No,3.0,Moderate obstacle,No obstacle,No obstacle,Don't know (spontaneous),Major obstacle,Moderate obstacle,Minor obstacle,Major obstacle,No obstacle,Very severe obstacle,Major obstacle,Minor obstacle,Major obstacle,Major obstacle,12,5,15,8,3,10,9,14,13,11,4,6,1,7,2,Tax rates,12,5,15,8,3,10,9,14,13,11,4,6,1,7,2,5,3,100.0,,,,,,0.0,0,5,0,0,,,,,,,No,,,No part-time workers,No full-time seasonal or temporary workers,,,No,,,No,,Does not apply,Moderate obstacle,150,100000.0,Don't know (spontaneous),,,Don't know (spontaneous),18000000.0,2500000.0,,20000000.0,,20,29,4,2025,17,11,Somewhat truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,1,Face to face only,Yes,Yes,City with population over 1 million,4799,Central,Small (5-19),Other Services,Fresh,153.42749,157.86737,293.1415,7,0,0.0
1614672,2727,Food,Small,Northern,Establishment,Manufacturing,Northern,6,No,Fresh,English,17,9,2025,15,58,2024,12,31,36,14,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,2012,2,2018,14.0,No,No,,No,,,,Yes,8.0,5.0,20.0,No Losses,,No,,No,,No,,,,It is suitable for only some operational needs,No,,,0,0,,0.0,With no difficulty at all,Manufacturing of ,70,20730000.0,Twenty million seven hundred thirty thousand,16980000.0,Sixteen million nine hundred eighty thousand,70.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Tend to agree,Tend to disagree,Tend to disagree,,,,,,,,,,,,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,Yes,0,Yes,0,,,No,,No,,,,,,,,,No,,,Tend to agree,No,,No,No,80,20,0,0,0,0,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,No need for a loan - establishment had sufficient capital,,,No,5,"Other (including e-money, e-wallet, and mobile money",MTN AND AIRTEL MONEY,Payment received in less than a day,0.0,10,"Other (including e-money, e-wallet, and mobile money",MTN and AIRTEL MONEY,0.0,No time spent,Yes,1.0,No,No,,One hour or less,"Yes, fully","Yes, fully",No,,The establishment did not need to request a refund,No,,No,,No payments or gifts are paid,,No,,,No,,,1.0,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Moderate obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,Minor obstacle,No obstacle,12,14,8,4,7,11,10,9,6,3,15,13,5,1,2,Tax rates,12,14,8,4,7,11,10,9,6,3,15,13,5,1,2,3,3,,3.0,2.0,1.0,1.0,0.0,,1,1,0,0,,,,,,,No,,,3,No full-time seasonal or temporary workers,,,No,,,No,,Minor obstacle,No obstacle,167,167000.0,10,Cubic meters,,50000,3000000.0,0.0,12000000.0,,49500000.0,Don't know (spontaneous),17,9,2025,16,51,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,1079,Northern,Small (5-19),Food,Fresh,1.5341803,1.6450884,2.8722212,69,0,0.0
1614673,2731,Other Services,Medium,Northern,Establishment,Other services,Northern,87,No,Fresh,English,10,8,2025,16,10,2024,12,31,36,1,,,,,,Limited partnership,,1.0,Fully domestically owned (private),0.0,0,0,Yes,20.0,1995,50,1995,5.0,Yes,No,,No,,,,Yes,4.0,5.0,0.0,20.0,,Yes,30.0,Yes,10.0,No,,,,It is suitable for all operational needs,Yes,5.0,8.0,1,1,2.0,1.0,With no difficulty at all,Hotel,80,2400000000.0,Two billion four hundred million,2000000000.0,Two billion,,100,0,0,,,,,,,,,,80,20,No,,,,,,,,No,,Tend to agree,Tend to agree,Strongly agree,We fixed it and took action to make sure it did not happen again,Yes,3-9 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with some effort,All managers and most production workers,Yes,Their own performance,Promotions were based solely on performance and ability,Rarely or never,National ,3.0,The market is dominated by a few firms,Stayed the same,Yes,0,No,0,,,No,,No,,100.0,Don't know (spontaneous),,,,,,Yes,20.0,No,Tend to agree,Yes,5000000.0,No,Yes,50,20,0,0,0,30,0,Yes,50000000.0,20000000.0,50.0,,50.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Yes,No,No,,,,,,,,,,,Yes,No,No,Collateral requirements were too high,,,Yes,80,"Other (including e-money, e-wallet, and mobile money",MTN and Airtel Mobile Money platforms,Payment received in less than a day,Above 0 but below 0.5%,30," Bank transfers, including through online and mobile banking",,Above 0 but below 0.5%,50,Yes,12.0,No,Yes,10.0,60,"Yes, fully","Yes, fully",No,,The establishment did not need to request a refund,Yes,Somewhat difficult,Yes,60.0,No payments or gifts are paid,,No,,,Yes,7.0,No,1.0,No obstacle,No obstacle,Minor obstacle,Minor obstacle,No obstacle,No obstacle,Moderate obstacle,Minor obstacle,Minor obstacle,No obstacle,Minor obstacle,Major obstacle,Moderate obstacle,Moderate obstacle,3,14,12,2,4,10,11,13,7,8,5,9,6,15,1,Corruption,3,14,12,2,4,10,11,13,7,8,5,9,6,15,1,85,80,70.0,,,,,,44.0,20,40,25,1,,,,,40.0,,Yes,2.0,4.0,No part-time workers,No full-time seasonal or temporary workers,,,No,,,Yes,Yes,No obstacle,Major obstacle,2000,2000000.0,800000,Liters,,60000,540000000.0,160000000.0,,,,20,10,8,2025,17,26,Truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,5510,Northern,Medium and Large (20+),Other Services,Fresh,8.688811,9.139023,15.505971,83,0,0.0
